horizon,target_portfolio_annual_vol,annual_drift,n_events,tp,fn,fp,tn,true_positive_rate,false_negative_rate,false_positive_rate,true_negative_rate,precision,label_positive_rate,true_drift_event_rate,balanced_accuracy,pt_hit_share,sl_hit_share,vertical_hit_share,avg_time_to_pt,avg_time_to_sl
60,0.2,0.5,124000.0,7788.666666666667,17011.333333333332,28190.333333333332,71009.66666666667,0.3140591397849462,0.6859408602150537,0.28417674731182796,0.715823252688172,0.21648407513810922,0.2901532258064516,0.20000000000000004,0.5149411962365592,0.2901532258064516,0.0398010752688172,0.6700456989247311,24.474831693181972,37.60848075567676
60,0.2,0.7,124000.0,8112.333333333333,16687.666666666668,28190.333333333332,71009.66666666667,0.3271102150537634,0.6728897849462365,0.28417674731182796,0.715823252688172,0.22347034880551062,0.29276344086021505,0.20000000000000004,0.5214667338709678,0.29276344086021505,0.03910752688172043,0.6681290322580645,24.50758761795058,37.57067444897566
60,0.2,0.9,124000.0,8445.666666666666,16354.333333333334,28190.333333333332,71009.66666666667,0.3405510752688172,0.6594489247311829,0.28417674731182796,0.715823252688172,0.23053603755702454,0.2954516129032258,0.20000000000000004,0.5281871639784946,0.2954516129032258,0.038494623655913975,0.6660537634408602,24.53868399359058,37.58412272774412
90,0.02,0.1,124000.0,9668.0,15132.0,30379.0,68821.0,0.38983870967741935,0.6101612903225807,0.3062399193548387,0.6937600806451614,0.24141215786993833,0.32295967741935483,0.20000000000000004,0.5417993951612904,0.32295967741935483,0.26636827956989245,0.41067204301075266,45.484804560275734,49.11963748168758
90,0.02,0.3,124000.0,14098.333333333334,10701.666666666666,30379.0,68821.0,0.5684811827956989,0.431518817204301,0.3062399193548387,0.6937600806451614,0.3169790166723104,0.3586881720430108,0.20000000000000004,0.6311206317204302,0.3586881720430108,0.24671236559139786,0.39459946236559135,45.055989186641966,49.06840335429225
90,0.02,0.5,124000.0,17817.666666666668,6982.333333333333,30379.0,68821.0,0.7184543010752688,0.2815456989247312,0.3062399193548387,0.6937600806451614,0.36968518102351106,0.3886827956989247,0.20000000000000004,0.706107190860215,0.3886827956989247,0.23583064516129035,0.37548655913978496,43.896679308178484,49.0590655314652
90,0.02,0.7,124000.0,20512.666666666668,4287.333333333333,30379.0,68821.0,0.8271236559139785,0.17287634408602148,0.3062399193548387,0.6937600806451614,0.40306016792080573,0.41041666666666665,0.20000000000000004,0.7604418682795698,0.41041666666666665,0.2302231182795699,0.3593602150537634,42.35243275719822,49.07662366815699
90,0.02,0.9,124000.0,22300.0,2500.0,30379.0,68821.0,0.8991935483870969,0.10080645161290323,0.3062399193548387,0.6937600806451614,0.4233162593904918,0.4248306451612904,0.20000000000000004,0.7964768145161291,0.4248306451612904,0.2271505376344086,0.34801881720430106,40.72417539613347,49.10057958298963
90,0.06,0.1,124000.0,8394.0,16406.0,30969.0,68231.0,0.33846774193548385,0.6615322580645161,0.3121875,0.6878125,0.2132391359527428,0.31744354838709676,0.20000000000000004,0.513140120967742,0.31744354838709676,0.21612903225806454,0.4664274193548387,42.469980394231705,53.183190935513124
90,0.06,0.3,124000.0,9812.333333333334,14987.666666666666,30969.0,68231.0,0.39565860215053766,0.6043413978494624,0.3121875,0.6878125,0.24060781665155703,0.3288817204301075,0.20000000000000004,0.5417355510752687,0.3288817204301075,0.20828494623655913,0.4628333333333334,42.51547448159247,53.203182787875754
90,0.06,0.5,124000.0,11302.666666666666,13497.333333333334,30969.0,68231.0,0.455752688172043,0.544247311827957,0.3121875,0.6878125,0.26738355859455276,0.3409005376344086,0.20000000000000004,0.5717825940860215,0.3409005376344086,0.2016048387096774,0.4574946236559139,42.50070226711065,53.20952214430602
90,0.06,0.7,124000.0,12737.666666666666,12062.333333333334,30969.0,68231.0,0.5136155913978495,0.4863844086021505,0.3121875,0.6878125,0.2914368858484595,0.3524731182795699,0.20000000000000004,0.6007140456989247,0.3524731182795699,0.19609139784946236,0.45143548387096777,42.35634852016008,53.21192078942904
90,0.06,0.9,124000.0,14175.333333333334,10624.666666666666,30969.0,68231.0,0.5715860215053764,0.42841397849462365,0.3121875,0.6878125,0.3140015485151167,0.3640672043010753,0.20000000000000004,0.6296992607526882,0.3640672043010753,0.1915510752688172,0.4443817204301075,42.177163024315085,53.186705667994666
90,0.1,0.1,124000.0,7996.333333333333,16803.666666666668,30529.666666666668,68670.33333333333,0.32243279569892475,0.6775672043010753,0.3077587365591398,0.6922412634408602,0.20755088045239947,0.3106935483870968,0.20000000000000004,0.5073370295698925,0.3106935483870968,0.12234677419354838,0.5669596774193548,39.75195384930049,55.490832753510084
90,0.1,0.3,124000.0,8810.0,15990.0,30529.666666666668,68670.33333333333,0.35524193548387095,0.644758064516129,0.3077587365591398,0.6922412634408602,0.22394729157763318,0.317255376344086,0.20000000000000004,0.5237415994623656,0.317255376344086,0.11881989247311829,0.5639247311827957,39.83188925253973,55.5386645363461
